,batting_team,bowling_team,city,current_score,balls_left,wickets_left,crr,last_five,runs_x
47061,Pakistan,Bangladesh,Kolkata,111,46,9,9.0,44.0,201
24756,Australia,India,Barbados,74,67,10,8.377358490566039,45.0,184
10575,New Zealand,England,Christchurch,51,77,8,7.116279069767442,46.0,153
49370,England,West Indies,Kolkata,59,65,7,6.4363636363636365,36.0,155
24020,India,South Africa,St Lucia,62,64,8,6.642857142857143,37.0,186
11322,India,New Zealand,Wellington,143,14,3,8.09433962264151,46.0,165
1951,England,Australia,Melbourne,87,32,6,5.931818181818182,21.0,137
26035,Sri Lanka,England,St Lucia,86,29,6,5.670329670329671,30.0,128
31903,India,England,Colombo,64,74,9,8.347826086956522,40.0,170
11019,New Zealand,India,Auckland,68,67,8,7.69811320754717,39.0,132
20188,Australia,Sri Lanka,Nottingham,51,80,8,7.65,43.0,159
39654,South Africa,New Zealand,Chittagong,98,35,6,6.91764705882353,40.0,170
16709,New Zealand,England,Durban,38,69,6,4.470588235294118,13.0,164
25170,England,South Africa,Barbados,124,32,6,8.454545454545455,43.0,168
9103,West Indies,India,Kolkata,29,90,7,5.8,29.0,109
2061,New Zealand,England,Wellington,110,47,9,9.04109589041096,53.0,196
14236,South Africa,New Zealand,Johannesburg,84,62,9,8.689655172413794,41.0,133
28951,West Indies,Pakistan,St Lucia,87,54,9,7.909090909090909,40.0,150
45665,New Zealand,Sri Lanka,Mount Maunganui,156,14,7,8.830188679245284,47.0,182
42758,New Zealand,Pakistan,Dubai,50,76,9,6.818181818181818,37.0,144
15325,West Indies,England,London,51,80,9,7.65,43.0,169
20856,India,West Indies,London,75,39,6,5.555555555555555,26.0,153
47932,New Zealand,Pakistan,Chandigarh,132,26,6,8.425531914893616,45.0,180
31560,England,Afghanistan,Colombo,99,42,8,7.615384615384615,37.0,196
20958,South Africa,West Indies,London,87,59,9,8.557377049180328,41.0,183
45094,England,Pakistan,Dubai,21,91,7,4.344827586206897,21.0,160
2421,New Zealand,Australia,Auckland,78,69,6,9.176470588235293,33.0,150
42180,Pakistan,Australia,Dubai,94,5,1,4.904347826086957,31.0,96
41136,South Africa,India,Mirpur,72,55,8,6.6461538461538465,28.0,172
41125,South Africa,India,Mirpur,58,66,8,6.444444444444445,20.0,172
13969,South Africa,England,Cape Town,46,79,9,6.7317073170731705,41.0,191
35536,Pakistan,South Africa,Centurion,42,85,9,7.2,38.0,195
39391,Pakistan,Australia,Mirpur,121,44,8,9.552631578947368,65.0,191
30854,Pakistan,England,Dubai,135,6,5,7.105263157894737,45.0,144
45423,Sri Lanka,England,Southampton,133,12,2,7.388888888888889,42.0,140
11822,England,Australia,Southampton,148,10,3,8.072727272727272,41.0,162
22483,India,New Zealand,Christchurch,150,7,3,7.964601769911504,48.0,162
38021,Pakistan,South Africa,Dubai,36,65,6,3.9272727272727272,23.0,98
6214,Sri Lanka,Bangladesh,Colombo,132,16,5,7.615384615384615,56.0,159
14655,South Africa,Australia,Johannesburg,170,16,7,9.807692307692308,62.0,201
12659,Sri Lanka,Pakistan,Lahore,155,13,5,8.69158878504673,44.0,182
35855,New Zealand,England,Hamilton,154,14,6,8.716981132075471,44.0,192
45040,Australia,India,Sydney,149,24,7,9.3125,51.0,197
28736,India,England,Manchester,133,22,5,8.142857142857142,29.0,165
7663,Bangladesh,West Indies,Lauderhill,100,41,7,7.594936708860759,47.0,171
7824,Bangladesh,West Indies,Lauderhill,168,6,5,8.842105263157896,37.0,184
24424,Australia,Bangladesh,Barbados,84,28,4,5.478260869565218,28.0,141
21783,Sri Lanka,West Indies,London,42,86,10,7.411764705882353,40.0,158
684,South Africa,England,Southampton,68,54,7,6.181818181818182,25.0,142
2272,England,New Zealand,Hamilton,36,92,8,7.714285714285714,36.0,194
22911,Australia,Pakistan,Dubai,61,75,7,8.133333333333333,36.0,108
37937,South Africa,Australia,Centurion,89,27,4,5.741935483870968,21.0,128
50445,Sri Lanka,Australia,Colombo,74,50,6,6.3428571428571425,25.0,128
13533,New Zealand,West Indies,Mount Maunganui,221,8,8,11.839285714285714,63.0,238
16982,Sri Lanka,Bangladesh,Johannesburg,84,41,6,6.379746835443038,33.0,147
4662,Sri Lanka,Pakistan,Abu Dhabi,47,75,8,6.266666666666667,24.0,102
26886,Pakistan,New Zealand,Dubai,115,33,6,7.931034482758621,43.0,161
42178,Pakistan,Australia,Dubai,92,7,1,4.884955752212389,31.0,96
43198,South Africa,Australia,Sydney,139,7,4,7.380530973451328,28.0,145
39651,South Africa,New Zealand,Chittagong,96,38,7,7.024390243902439,40.0,170
41982,South Africa,West Indies,Johannesburg,87,72,8,10.875,58.0,231
16484,South Africa,England,Cape Town,88,45,7,7.04,35.0,154
8740,Pakistan,New Zealand,Abu Dhabi,31,85,8,5.314285714285714,26.0,148
9515,Pakistan,Australia,Sydney,81,46,7,6.5675675675675675,34.0,107
12653,Sri Lanka,Pakistan,Lahore,146,19,5,8.673267326732674,41.0,182
30890,England,Pakistan,Dubai,36,91,9,7.448275862068965,36.0,150
33897,West Indies,Sri Lanka,Colombo,35,58,8,3.3870967741935485,21.0,137
21667,Pakistan,South Africa,Nottingham,48,80,8,7.2,31.0,149
36993,Sri Lanka,Bangladesh,Pallekele,84,63,8,8.842105263157896,37.0,198
36736,West Indies,Bangladesh,Mirpur,54,72,8,6.75,29.0,197
7393,Australia,India,Sydney,76,60,7,7.6,33.0,164
15652,West Indies,Bangladesh,Johannesburg,145,8,5,7.767857142857143,50.0,164
3857,New Zealand,West Indies,Mount Maunganui,205,16,7,11.826923076923077,62.0,243
12277,Pakistan,England,Manchester,155,23,8,9.587628865979381,48.0,195
37055,Sri Lanka,Bangladesh,Pallekele,184,6,5,9.68421052631579,66.0,198
27407,Pakistan,England,Dubai,106,14,4,6.0,34.0,129
19581,Australia,New Zealand,Sydney,62,64,7,6.642857142857143,24.0,150
4105,Pakistan,New Zealand,Auckland,171,15,8,9.771428571428572,50.0,201
40900,West Indies,Pakistan,Mirpur,77,44,6,6.078947368421052,26.0,166
35042,India,England,Mumbai,35,90,9,7.0,34.0,177
49310,India,West Indies,Mumbai,181,5,8,9.443478260869565,59.0,192
26010,Sri Lanka,England,St Lucia,61,54,6,5.545454545454546,23.0,128
17865,India,Australia,Durban,113,35,8,7.976470588235294,65.0,188
13213,Australia,India,Sydney,50,85,9,8.571428571428571,37.0,186
24131,Australia,Pakistan,St Lucia,63,75,9,8.4,46.0,191
25129,England,South Africa,Barbados,72,73,9,9.191489361702128,42.0,168
15450,West Indies,South Africa,Johannesburg,68,78,10,9.714285714285714,48.0,205
27719,Australia,England,Melbourne,70,69,8,8.235294117647058,37.0,147
2149,New Zealand,Australia,Auckland,65,86,10,11.470588235294118,57.0,243
12037,England,Australia,Southampton,93,41,7,7.063291139240507,40.0,145
38801,New Zealand,Bangladesh,Mirpur,143,31,8,9.640449438202246,57.0,204
27752,Australia,England,Melbourne,95,36,5,6.785714285714286,23.0,147
31978,India,England,Colombo,166,0,6,8.3,50.0,170
37612,England,West Indies,Barbados,54,62,7,5.586206896551724,28.0,152
40495,India,Australia,Mirpur,53,70,7,6.36,29.0,159
35783,New Zealand,England,Hamilton,54,85,10,9.257142857142858,45.0,192
6297,Bangladesh,India,Colombo,71,56,6,6.65625,32.0,166
26107,Pakistan,Australia,St Lucia,35,87,10,6.363636363636363,35.0,191
20068,England,Pakistan,London,78,76,8,10.636363636363637,61.0,185
27775,Australia,England,Melbourne,123,13,5,6.897196261682243,36.0,147
25445,Australia,Sri Lanka,Barbados,153,5,5,7.982608695652174,66.0,168
17058,New Zealand,South Africa,Durban,44,88,10,8.25,43.0,153
10259,India,Bangladesh,Delhi,102,25,6,6.442105263157894,29.0,148
41103,South Africa,India,Mirpur,44,86,8,7.764705882352941,35.0,172
5909,Sri Lanka,India,Colombo,65,76,8,8.863636363636363,38.0,152
46106,New Zealand,Pakistan,Wellington,74,67,8,8.377358490566039,32.0,196
3158,West Indies,Pakistan,Trinidad,52,73,9,6.638297872340425,25.0,124
22588,Sri Lanka,India,Colombo,130,24,7,8.125,43.0,171
15400,West Indies,England,London,162,7,3,8.601769911504425,38.0,169
1950,England,Australia,Melbourne,85,33,6,5.862068965517241,21.0,137
29000,West Indies,Pakistan,St Lucia,141,7,5,7.486725663716814,28.0,150
12893,Bangladesh,Pakistan,Lahore,98,32,7,6.681818181818182,37.0,141
50211,Bangladesh,India,Mirpur,62,69,8,7.294117647058823,39.0,120
24312,South Africa,Afghanistan,Barbados,122,17,5,7.106796116504855,38.0,139
39666,South Africa,New Zealand,Chittagong,117,23,6,7.237113402061856,50.0,170
3642,Sri Lanka,India,Colombo,101,48,6,8.416666666666666,36.0,170
26197,Pakistan,Australia,St Lucia,188,2,6,9.559322033898304,70.0,191
39248,Sri Lanka,South Africa,Chittagong,83,61,7,8.440677966101696,40.0,165
31581,England,Afghanistan,Colombo,139,21,8,8.424242424242424,57.0,196
33044,Pakistan,India,Colombo,82,47,5,6.739726027397261,37.0,128
17842,India,Australia,Durban,65,58,8,6.290322580645161,35.0,188
22977,Australia,Pakistan,Dubai,105,10,1,5.7272727272727275,16.0,108
17020,Sri Lanka,Bangladesh,Johannesburg,140,4,5,7.241379310344827,46.0,147
39559,West Indies,India,Mirpur,108,7,5,5.734513274336283,34.0,129
26540,New Zealand,Australia,Wellington,111,11,3,6.110091743119266,38.0,118
45160,England,Pakistan,Dubai,108,26,6,6.8936170212765955,36.0,160
21552,South Africa,India,Nottingham,55,74,9,7.173913043478261,31.0,130
19247,Australia,South Africa,Johannesburg,110,28,5,7.173913043478261,39.0,166
15461,West Indies,South Africa,Johannesburg,87,68,10,10.038461538461538,51.0,205
49911,Sri Lanka,India,Mirpur,127,5,2,6.626086956521739,41.0,138
1156,West Indies,India,Lauderhill,92,77,10,12.837209302325581,68.0,245
48657,England,Sri Lanka,Delhi,95,34,7,6.627906976744186,31.0,171
43877,New Zealand,South Africa,Centurion,79,65,8,8.618181818181819,40.0,177
48439,South Africa,West Indies,Nagpur,115,11,3,6.330275229357798,33.0,122
12895,Bangladesh,Pakistan,Lahore,100,30,7,6.666666666666667,32.0,141
24449,Australia,Bangladesh,Barbados,135,3,4,6.923076923076923,54.0,141
31570,England,Afghanistan,Colombo,108,32,8,7.363636363636363,35.0,196
37396,Australia,England,Sydney,130,35,6,9.176470588235293,54.0,195
44882,India,Australia,Melbourne,96,56,10,9.0,47.0,184
825,England,South Africa,Cardiff,134,36,7,9.571428571428571,61.0,181
9779,South Africa,England,Centurion,214,3,4,10.974358974358974,48.0,222
46350,West Indies,Sri Lanka,Colombo,70,75,8,9.333333333333334,56.0,162
41878,South Africa,West Indies,Cape Town,88,52,7,7.764705882352941,52.0,165
17222,India,England,Durban,93,57,10,8.857142857142858,55.0,218
33277,Sri Lanka,England,Pallekele,74,59,8,7.278688524590164,33.0,169
3421,West Indies,Afghanistan,St Kitts,79,55,8,7.292307692307692,27.0,112
46834,New Zealand,India,Nagpur,89,25,5,5.621052631578947,28.0,126
33785,West Indies,Australia,Colombo,91,46,8,7.378378378378378,33.0,205
685,South Africa,England,Southampton,68,53,7,6.08955223880597,25.0,142
11040,New Zealand,India,Auckland,81,46,7,6.5675675675675675,21.0,132
35930,New Zealand,England,Wellington,63,60,8,6.3,43.0,139
42286,South Africa,West Indies,Durban,101,52,10,8.911764705882353,38.0,195
29184,South Africa,Australia,Cape Town,41,75,8,5.466666666666667,33.0,146
10635,New Zealand,England,Christchurch,130,17,6,7.572815533980583,45.0,153
9159,West Indies,India,Kolkata,58,36,4,4.142857142857143,11.0,109
24123,Australia,Pakistan,St Lucia,56,83,9,9.08108108108108,51.0,191
11073,New Zealand,India,Auckland,116,15,6,6.628571428571429,33.0,132
29337,Australia,South Africa,Johannesburg,73,49,6,6.169014084507042,42.0,147
26469,New Zealand,Australia,Wellington,33,81,8,5.076923076923077,30.0,118
117,Australia,Sri Lanka,Melbourne,154,6,5,8.105263157894736,50.0,168
47659,Sri Lanka,West Indies,Bangalore,61,50,5,5.228571428571429,19.0,122
39225,Sri Lanka,South Africa,Chittagong,53,82,8,8.368421052631579,35.0,165
25028,New Zealand,Pakistan,Barbados,74,48,6,6.166666666666667,28.0,133
3433,West Indies,Afghanistan,St Kitts,95,43,8,7.402597402597403,25.0,112
28838,Pakistan,South Africa,Abu Dhabi,83,46,6,6.72972972972973,37.0,119
35340,Australia,England,Southampton,141,48,8,11.75,66.0,248
15774,England,Australia,Cape Town,131,9,3,7.081081081081081,33.0,135
3292,Afghanistan,West Indies,St Kitts,45,61,6,4.576271186440678,19.0,110
227,Australia,Sri Lanka,Adelaide,155,21,8,9.393939393939394,50.0,187
35083,India,England,Mumbai,90,53,6,8.059701492537313,28.0,177
25250,West Indies,India,Barbados,39,76,10,5.318181818181818,27.0,169
37957,South Africa,Australia,Centurion,116,8,3,6.214285714285714,35.0,128
6266,Bangladesh,India,Colombo,39,86,7,6.882352941176471,35.0,166
42500,England,New Zealand,Manchester,59,85,9,10.114285714285714,57.0,191
46558,South Africa,Sri Lanka,Johannesburg,69,56,5,6.46875,29.0,113
41313,India,Sri Lanka,Mirpur,129,0,7,6.45,34.0,130
25143,England,South Africa,Barbados,83,59,9,8.163934426229508,28.0,168
22095,India,New Zealand,Wellington,121,20,5,7.26,35.0,149
908,India,England,Nagpur,56,75,9,7.466666666666667,41.0,144
35837,New Zealand,England,Hamilton,126,31,7,8.49438202247191,42.0,192
30312,India,England,Kolkata,66,57,7,6.285714285714286,39.0,120
19347,South Africa,Australia,Centurion,77,53,7,6.895522388059701,40.0,156
617,South Africa,New Zealand,Auckland,185,0,4,9.25,46.0,185
41546,Pakistan,South Africa,Cape Town,153,14,7,8.660377358490566,56.0,176
40034,Australia,West Indies,Mirpur,130,28,5,8.478260869565217,37.0,178
4897,Pakistan,Sri Lanka,Lahore,54,76,10,7.363636363636363,39.0,180
22358,New Zealand,West Indies,Hamilton,178,9,4,9.621621621621621,33.0,191
25809,India,Sri Lanka,St Lucia,145,14,7,8.20754716981132,35.0,163
39166,Pakistan,India,Mirpur,102,18,6,6.0,26.0,130
23187,Pakistan,Sri Lanka,Colombo,101,45,7,8.08,43.0,172
38509,West Indies,New Zealand,Wellington,50,76,8,6.818181818181818,40.0,159
16487,South Africa,England,Cape Town,89,42,7,6.846153846153846,34.0,154
11953,Australia,England,Southampton,155,0,4,7.68595041322314,52.0,157
28846,Pakistan,South Africa,Abu Dhabi,88,38,5,6.439024390243903,27.0,119
37705,England,West Indies,Barbados,58,90,10,11.6,58.0,165
555,South Africa,New Zealand,Auckland,98,62,9,10.137931034482758,57.0,185
13208,Australia,India,Sydney,45,89,9,8.709677419354838,45.0,186
27478,England,Pakistan,Dubai,59,64,9,6.321428571428571,39.0,148
22316,New Zealand,West Indies,Hamilton,131,48,9,10.916666666666666,67.0,191
41651,Sri Lanka,Bangladesh,Chittagong,120,34,5,8.372093023255815,33.0,168
44411,Australia,South Africa,Durban,113,31,4,7.617977528089888,28.0,157
39866,Sri Lanka,England,Chittagong,60,67,9,6.7924528301886795,38.0,189
31561,England,Afghanistan,Colombo,100,41,8,7.594936708860759,38.0,196
8035,New Zealand,India,Auckland,105,42,6,8.076923076923077,54.0,158
14383,Sri Lanka,England,Southampton,115,39,5,8.518518518518519,34.0,163
2365,England,New Zealand,Hamilton,187,2,3,9.508474576271187,60.0,194
38463,New Zealand,West Indies,Auckland,182,2,5,9.254237288135593,54.0,189
39352,Pakistan,Australia,Mirpur,37,80,8,5.55,28.0,191
49138,New Zealand,England,Delhi,97,51,8,8.434782608695652,43.0,153
5146,India,South Africa,Centurion,51,78,7,7.285714285714286,43.0,188
43068,South Africa,Australia,Melbourne,92,16,5,5.3076923076923075,32.0,101
30310,India,England,Kolkata,65,59,7,6.39344262295082,39.0,120
44607,South Africa,Australia,Cape Town,69,81,9,10.615384615384615,58.0,178
27473,England,Pakistan,Dubai,54,69,9,6.352941176470588,42.0,148
36647,New Zealand,Sri Lanka,Pallekele,20,77,6,2.7906976744186047,15.0,74
40925,West Indies,Pakistan,Mirpur,101,20,5,6.06,27.0,166
32946,South Africa,Australia,Colombo,107,18,5,6.294117647058823,32.0,146
24080,India,South Africa,St Lucia,167,6,6,8.789473684210526,62.0,186
23278,New Zealand,Sri Lanka,Colombo,47,76,8,6.409090909090909,33.0,141
47626,Sri Lanka,West Indies,Bangalore,41,82,7,6.473684210526316,28.0,122
1895,England,Australia,Melbourne,37,87,7,6.7272727272727275,30.0,137
24403,Australia,Bangladesh,Barbados,63,48,5,5.25,23.0,141
39639,South Africa,New Zealand,Chittagong,76,49,7,6.422535211267606,33.0,170
12368,Pakistan,England,Manchester,94,55,8,8.676923076923076,47.0,190
18315,Australia,India,Mumbai,79,61,8,8.033898305084746,37.0,166
18575,West Indies,South Africa,Johannesburg,55,51,7,4.782608695652174,24.0,131
39229,Sri Lanka,South Africa,Chittagong,57,78,8,8.142857142857142,36.0,165
47778,Bangladesh,Australia,Bangalore,65,57,7,6.190476190476191,38.0,156
31329,India,Afghanistan,Colombo,114,26,6,7.276595744680851,44.0,159
45009,Australia,India,Sydney,92,52,7,8.117647058823529,34.0,197
495,New Zealand,Bangladesh,Mount Maunganui,194,0,6,9.619834710743802,68.0,194
49183,New Zealand,England,Delhi,145,8,4,7.767857142857143,35.0,153
44896,India,Australia,Melbourne,109,42,9,8.384615384615385,32.0,184
25318,West Indies,India,Barbados,159,9,8,8.594594594594595,58.0,169
21064,New Zealand,Pakistan,London,42,75,7,5.6,25.0,99
33032,Pakistan,India,Colombo,62,58,5,6.0,25.0,128
47279,South Africa,England,Mumbai,98,75,9,13.066666666666666,75.0,229
28446,New Zealand,Pakistan,Hamilton,67,68,9,7.730769230769231,33.0,185
39642,South Africa,New Zealand,Chittagong,78,47,7,6.410958904109589,34.0,170
23792,Afghanistan,India,St Lucia,59,46,7,4.783783783783784,26.0,115
25444,Australia,Sri Lanka,Barbados,152,6,5,8.0,65.0,168
3733,New Zealand,West Indies,Mount Maunganui,88,82,8,13.894736842105264,77.0,102
28305,Pakistan,New Zealand,Auckland,59,82,8,9.31578947368421,52.0,143
21165,England,India,London,38,88,9,7.125,37.0,153
45755,Sri Lanka,New Zealand,Auckland,72,46,4,5.837837837837838,32.0,142
28091,Pakistan,South Africa,Abu Dhabi,58,50,5,4.9714285714285715,21.0,120
39158,Pakistan,India,Mirpur,99,26,6,6.319148936170213,37.0,130
28561,Pakistan,New Zealand,Christchurch,80,73,10,10.212765957446809,54.0,183
38653,Sri Lanka,England,London,85,57,6,8.095238095238095,43.0,183
34931,India,Sri Lanka,Pallekele,56,77,9,7.813953488372093,45.0,155
31088,England,Pakistan,Abu Dhabi,99,17,5,5.766990291262136,27.0,129
49604,Pakistan,India,Mirpur,35,77,5,4.883720930232558,21.0,83
50036,Pakistan,Bangladesh,Mirpur,129,1,4,6.504201680672269,56.0,129
44101,Pakistan,Sri Lanka,Colombo,34,93,9,7.555555555555555,34.0,175
42754,New Zealand,Pakistan,Dubai,48,80,10,7.2,45.0,144
45383,Sri Lanka,England,Southampton,83,52,5,7.323529411764706,30.0,140
34123,South Africa,England,Manchester,54,77,5,7.534883720930233,34.0,77
12345,Pakistan,England,Manchester,60,77,8,8.372093023255815,47.0,190
8008,New Zealand,India,Auckland,54,68,6,6.230769230769231,29.0,158
18540,West Indies,South Africa,Johannesburg,31,84,8,5.166666666666667,28.0,131
5090,India,South Africa,Johannesburg,183,12,6,10.166666666666666,40.0,203
11086,New Zealand,India,Auckland,125,2,5,6.3559322033898304,31.0,132
12589,Sri Lanka,Pakistan,Lahore,56,81,8,8.615384615384615,41.0,182
17828,India,Australia,Durban,41,72,8,5.125,31.0,188
20968,South Africa,West Indies,London,105,49,8,8.873239436619718,41.0,183
35118,India,England,Mumbai,143,18,5,8.411764705882353,50.0,177
36328,Australia,Pakistan,Dubai,144,26,7,9.191489361702128,33.0,168
32561,India,Australia,Colombo,96,33,5,6.620689655172414,27.0,140
47173,Afghanistan,Sri Lanka,Kolkata,48,59,7,4.721311475409836,15.0,153
3820,New Zealand,West Indies,Mount Maunganui,136,52,10,12.0,70.0,243
23172,Pakistan,Sri Lanka,Colombo,76,60,7,7.6,28.0,172
27391,Pakistan,England,Dubai,89,30,5,5.933333333333334,41.0,129
44747,India,Australia,Adelaide,75,66,8,8.333333333333334,34.0,188
36567,Sri Lanka,Australia,Melbourne,99,33,7,6.827586206896552,43.0,161
348,New Zealand,Bangladesh,Mount Maunganui,164,23,7,10.144329896907216,72.0,195
16697,New Zealand,England,Durban,33,81,6,5.076923076923077,22.0,164
15022,Sri Lanka,New Zealand,Auckland,102,20,2,6.12,41.0,115
7869,Pakistan,England,Cardiff,38,84,8,6.333333333333333,32.0,173
32661,New Zealand,England,Pallekele,60,58,7,5.806451612903226,26.0,148
6069,India,Bangladesh,Colombo,104,37,9,7.518072289156627,37.0,176
13168,Australia,India,Sydney,172,8,5,9.214285714285714,46.0,194
30594,West Indies,England,London,80,19,6,4.752475247524752,27.0,113
